#date+time,013-wtp
"10-07-2020 2300",27.4
"10-08-2020 0000",27.3
"10-08-2020 0100",27.2
"10-08-2020 0200",27.1
"10-08-2020 0300",27.0
"10-08-2020 0400",26.9
"10-08-2020 0500",26.8
"10-08-2020 0600",26.7
"10-08-2020 0700",26.6
"10-08-2020 0800",26.5
"10-08-2020 0900",26.5
"10-08-2020 1000",26.5
"10-08-2020 1100",26.6
"10-08-2020 1200",26.5
"10-08-2020 1300",26.4
"10-08-2020 1400",26.4
"10-08-2020 1500",26.3
"10-08-2020 1600",26.6
"10-08-2020 1700",26.8
"10-08-2020 1800",27.2
"10-08-2020 1900",27.5
"10-08-2020 2000",27.7
"10-08-2020 2100",27.9
"10-08-2020 2200",28.2
"10-08-2020 2300",28.2
"10-09-2020 0000",28.0
"10-09-2020 0100",27.8
"10-09-2020 0200",27.6
"10-09-2020 0300",27.6
"10-09-2020 0400",27.5
"10-09-2020 0500",27.4
"10-09-2020 0600",27.4
"10-09-2020 0700",27.3
"10-09-2020 0800",27.2
"10-09-2020 0900",27.1
"10-09-2020 1000",27.0
"10-09-2020 1100",26.8
"10-09-2020 1200",26.6
"10-09-2020 1300",26.6
"10-09-2020 1400",26.6
"10-09-2020 1500",26.7
"10-09-2020 1600",26.9
"10-09-2020 1700",27.2
"10-09-2020 1800",27.4
"10-09-2020 1900",27.5
"10-09-2020 2000",27.8
"10-09-2020 2100",27.9
"10-09-2020 2200",28.1
"10-09-2020 2300",27.9
"10-10-2020 0000",27.8
"10-10-2020 0100",27.8
"10-10-2020 0200",27.7
"10-10-2020 0300",27.6
"10-10-2020 0400",27.5
"10-10-2020 0500",27.4
"10-10-2020 0600",27.4
"10-10-2020 0700",27.3
"10-10-2020 0800",27.4
"10-10-2020 0900",27.3
"10-10-2020 1000",27.2
"10-10-2020 1100",27.1
"10-10-2020 1200",27.1
"10-10-2020 1300",27.0
"10-10-2020 1400",27.0
"10-10-2020 1500",27.2
"10-10-2020 1600",27.3
"10-10-2020 1700",27.6
"10-10-2020 1800",27.8
"10-10-2020 1900",28.0
"10-10-2020 2000",28.4
"10-10-2020 2100",28.7
"10-10-2020 2200",28.7
"10-10-2020 2300",28.8
"10-11-2020 0000",28.7
"10-11-2020 0100",28.4
"10-11-2020 0200",28.6
"10-11-2020 0300",28.8
"10-11-2020 0400",28.5
"10-11-2020 0500",28.4
"10-11-2020 0600",28.1
"10-11-2020 0700",27.9
"10-11-2020 0800",27.8
"10-11-2020 0900",27.7
"10-11-2020 1000",27.6
"10-11-2020 1100",27.5
"10-11-2020 1200",27.4
"10-11-2020 1300",27.4
"10-11-2020 1400",27.4
"10-11-2020 1500",27.5
"10-11-2020 1600",27.7
"10-11-2020 1700",27.9
"10-11-2020 1800",28.3
"10-11-2020 1900",28.7
"10-11-2020 2000",28.9
"10-11-2020 2100",29.1
"10-11-2020 2200",29.2
"10-11-2020 2300",29.1
"10-12-2020 0000",29.0
"10-12-2020 0100",28.8
"10-12-2020 0200",28.6
"10-12-2020 0300",28.4
"10-12-2020 0400",28.2
"10-12-2020 0500",28.1
"10-12-2020 0600",28.0
"10-12-2020 0700",27.9
"10-12-2020 0800",27.9
"10-12-2020 0900",27.8
"10-12-2020 1000",27.8
"10-12-2020 1100",27.7
"10-12-2020 1200",27.6
"10-12-2020 1300",27.5
"10-12-2020 1400",27.4
"10-12-2020 1500",27.5
"10-12-2020 1600",27.7
"10-12-2020 1700",28.1
"10-12-2020 1800",28.5
"10-12-2020 1900",28.9
"10-12-2020 2000",29.2
"10-12-2020 2100",29.5
"10-12-2020 2200",29.9
"10-12-2020 2300",30.1
"10-13-2020 0000",29.8
"10-13-2020 0100",29.6
"10-13-2020 0200",29.6
"10-13-2020 0300",29.6
"10-13-2020 0400",29.4
"10-13-2020 0500",29.3
"10-13-2020 0600",28.9
"10-13-2020 0700",28.8
"10-13-2020 0800",28.7
"10-13-2020 0900",28.6
"10-13-2020 1000",28.6
"10-13-2020 1100",28.4
"10-13-2020 1200",28.2
"10-13-2020 1300",27.9
"10-13-2020 1400",27.9
"10-13-2020 1500",28.0
"10-13-2020 1600",28.2
"10-13-2020 1700",28.4
"10-13-2020 1800",28.7
"10-13-2020 1900",29.1
"10-13-2020 2000",29.4
"10-13-2020 2100",29.6
"10-13-2020 2200",29.8
"10-13-2020 2300",29.8
"10-14-2020 0000",30.0
"10-14-2020 0100",30.0
"10-14-2020 0200",29.7
"10-14-2020 0300",29.5
"10-14-2020 0400",29.4
"10-14-2020 0500",29.0
"10-14-2020 0600",28.7
"10-14-2020 0700",28.3
"10-14-2020 0800",28.1
"10-14-2020 0900",28.0
"10-14-2020 1000",27.9
"10-14-2020 1100",27.8
"10-14-2020 1200",27.7
"10-14-2020 1300",27.4
"10-14-2020 1400",27.4
"10-14-2020 1500",27.4
"10-14-2020 1600",27.7
"10-14-2020 1700",28.1
"10-14-2020 1800",28.6
"10-14-2020 1900",28.9
"10-14-2020 2000",29.2
"10-14-2020 2100",29.5
"10-14-2020 2200",29.7
"10-14-2020 2300",29.7
"10-15-2020 0000",29.6
"10-15-2020 0100",29.4
"10-15-2020 0200",29.3
"10-15-2020 0300",28.9
"10-15-2020 0400",28.5
"10-15-2020 0500",28.2
"10-15-2020 0600",28.0
"10-15-2020 0700",27.9
"10-15-2020 0800",27.8
"10-15-2020 0900",27.7
"10-15-2020 1000",27.6
"10-15-2020 1100",27.5
"10-15-2020 1200",27.5
"10-15-2020 1300",27.4
"10-15-2020 1400",27.4
"10-15-2020 1500",27.5
"10-15-2020 1600",NA
"10-15-2020 1700",28.2
"10-15-2020 1800",28.6
"10-15-2020 1900",29.0
"10-15-2020 2000",29.3
"10-15-2020 2100",29.5
"10-15-2020 2200",29.6
"10-15-2020 2300",29.6
"10-16-2020 0000",29.5
"10-16-2020 0100",29.3
"10-16-2020 0200",29.2
"10-16-2020 0300",29.0
"10-16-2020 0400",28.8
"10-16-2020 0500",28.7
"10-16-2020 0600",28.5
"10-16-2020 0700",28.4
"10-16-2020 0800",28.2
"10-16-2020 0900",28.1
"10-16-2020 1000",28.0
"10-16-2020 1100",27.5
"10-16-2020 1200",27.1
"10-16-2020 1300",26.7
"10-16-2020 1400",26.7
"10-16-2020 1500",26.3
"10-16-2020 1600",26.1
"10-16-2020 1700",25.9
"10-16-2020 1800",25.7
"10-16-2020 1900",25.2
"10-16-2020 2000",25.0
"10-16-2020 2100",24.6
"10-16-2020 2200",24.6
"10-16-2020 2300",24.4
"10-17-2020 0000",24.3
"10-17-2020 0100",24.0
"10-17-2020 0200",23.8
"10-17-2020 0300",24.0
"10-17-2020 0400",24.1
"10-17-2020 0500",24.1
"10-17-2020 0600",24.2
"10-17-2020 0700",24.2
"10-17-2020 0800",24.3
"10-17-2020 0900",24.3
"10-17-2020 1000",24.2
"10-17-2020 1100",24.0
"10-17-2020 1200",23.8
"10-17-2020 1300",23.4
"10-17-2020 1400",22.6
"10-17-2020 1500",22.8
"10-17-2020 1600",23.3
"10-17-2020 1700",23.6
"10-17-2020 1800",24.1
"10-17-2020 1900",24.7
"10-17-2020 2000",24.8
"10-17-2020 2100",25.1
"10-17-2020 2200",25.4
"10-17-2020 2300",25.5
"10-18-2020 0000",25.3
"10-18-2020 0100",25.3
"10-18-2020 0200",24.9
"10-18-2020 0300",24.8
"10-18-2020 0400",24.7
"10-18-2020 0500",24.4
"10-18-2020 0600",24.4
"10-18-2020 0700",24.3
"10-18-2020 0800",24.3
"10-18-2020 0900",24.2
"10-18-2020 1000",24.1
"10-18-2020 1100",24.1
"10-18-2020 1200",24.1
"10-18-2020 1300",24.1
"10-18-2020 1400",24.1
"10-18-2020 1500",24.2
"10-18-2020 1600",24.4
"10-18-2020 1700",24.9
"10-18-2020 1800",25.3
"10-18-2020 1900",25.7
"10-18-2020 2000",26.2
"10-18-2020 2100",26.5
"10-18-2020 2200",26.8
"10-18-2020 2300",26.8
"10-19-2020 0000",26.9
"10-19-2020 0100",26.7
"10-19-2020 0200",26.6
"10-19-2020 0300",26.5
"10-19-2020 0400",26.3
"10-19-2020 0500",26.1
"10-19-2020 0600",26.0
"10-19-2020 0700",25.8
"10-19-2020 0800",25.7
"10-19-2020 0900",25.6
"10-19-2020 1000",25.6
"10-19-2020 1100",25.6
"10-19-2020 1200",25.6
"10-19-2020 1300",25.7
"10-19-2020 1400",25.7
"10-19-2020 1500",25.8
"10-19-2020 1600",26.1
"10-19-2020 1700",26.5
"10-19-2020 1800",27.0
"10-19-2020 1900",27.5
"10-19-2020 2000",27.8
"10-19-2020 2100",28.2
"10-19-2020 2200",28.4
"10-19-2020 2300",28.5
"10-20-2020 0000",28.5
"10-20-2020 0100",28.4
"10-20-2020 0200",28.1
"10-20-2020 0300",27.9
"10-20-2020 0400",27.8
"10-20-2020 0500",27.5
"10-20-2020 0600",27.2
"10-20-2020 0700",27.0
"10-20-2020 0800",26.9
"10-20-2020 0900",26.9
"10-20-2020 1000",26.8
"10-20-2020 1100",26.7
"10-20-2020 1200",26.5
"10-20-2020 1300",26.4
"10-20-2020 1400",26.5
"10-20-2020 1500",26.9
"10-20-2020 1600",27.1
"10-20-2020 1700",27.2
"10-20-2020 1800",27.4
"10-20-2020 1900",27.8
"10-20-2020 2000",28.2
"10-20-2020 2100",28.6
"10-20-2020 2200",29.1
"10-20-2020 2300",29.4
"10-21-2020 0000",29.4
"10-21-2020 0100",29.3
"10-21-2020 0200",29.1
"10-21-2020 0300",28.5
"10-21-2020 0400",28.1
"10-21-2020 0500",27.8
"10-21-2020 0600",27.6
"10-21-2020 0700",27.4
"10-21-2020 0800",27.2
"10-21-2020 0900",27.0
"10-21-2020 1000",26.9
"10-21-2020 1100",26.8
"10-21-2020 1200",26.8
"10-21-2020 1300",26.4
"10-21-2020 1400",26.5
"10-21-2020 1500",26.7
"10-21-2020 1600",26.8
"10-21-2020 1700",27.1
"10-21-2020 1800",27.5
"10-21-2020 1900",28.0
"10-21-2020 2000",28.1
"10-21-2020 2100",28.6
"10-21-2020 2200",29.1
"10-21-2020 2300",29.3
"10-22-2020 0000",29.3
"10-22-2020 0100",29.3
"10-22-2020 0200",29.3
"10-22-2020 0300",28.9
"10-22-2020 0400",28.7
"10-22-2020 0500",28.4
"10-22-2020 0600",28.1
"10-22-2020 0700",27.8
"10-22-2020 0800",27.7
"10-22-2020 0900",27.5
"10-22-2020 1000",27.4
"10-22-2020 1100",27.2
"10-22-2020 1200",27.0
"10-22-2020 1300",27.2
"10-22-2020 1400",27.0
"10-22-2020 1500",27.0
"10-22-2020 1600",27.4
"10-22-2020 1700",NA
"10-22-2020 1800",28.0
"10-22-2020 1900",28.4
"10-22-2020 2000",28.8
"10-22-2020 2100",29.0
"10-22-2020 2200",NA
"10-22-2020 2300",29.6
"10-23-2020 0000",29.5
"10-23-2020 0100",29.2
"10-23-2020 0200",28.7
"10-23-2020 0300",28.6
"10-23-2020 0400",28.4
"10-23-2020 0500",28.2
"10-23-2020 0600",28.0
"10-23-2020 0700",27.9
"10-23-2020 0800",27.6
"10-23-2020 0900",27.6
"10-23-2020 1000",27.6
"10-23-2020 1100",27.6
"10-23-2020 1200",27.5
"10-23-2020 1300",27.6
"10-23-2020 1400",27.6
"10-23-2020 1500",27.7
"10-23-2020 1600",28.1
"10-23-2020 1700",28.2
"10-23-2020 1800",28.5
"10-23-2020 1900",28.8
"10-23-2020 2000",28.9
"10-23-2020 2100",29.5
"10-23-2020 2200",29.9
"10-23-2020 2300",30.2
"10-24-2020 0000",30.3
"10-24-2020 0100",30.2
"10-24-2020 0200",30.1
"10-24-2020 0300",29.7
"10-24-2020 0400",29.3
"10-24-2020 0500",28.8
"10-24-2020 0600",28.1
"10-24-2020 0700",27.6
"10-24-2020 0800",27.1
"10-24-2020 0900",26.8
"10-24-2020 1000",26.5
"10-24-2020 1100",26.1
"10-24-2020 1200",26.0
"10-24-2020 1300",25.6
"10-24-2020 1400",25.3
"10-24-2020 1500",25.7
"10-24-2020 1600",25.4
"10-24-2020 1700",25.1
"10-24-2020 1800",NA
"10-24-2020 1900",25.5
"10-24-2020 2000",25.7
"10-24-2020 2100",25.7
"10-24-2020 2200",25.7
"10-24-2020 2300",25.7
"10-25-2020 0000",25.4
"10-25-2020 0100",25.1
"10-25-2020 0200",24.9
"10-25-2020 0300",24.9
"10-25-2020 0400",24.9
"10-25-2020 0500",24.8
"10-25-2020 0600",24.8
"10-25-2020 0700",24.7
"10-25-2020 0800",24.6
"10-25-2020 0900",24.3
"10-25-2020 1000",24.1
"10-25-2020 1100",24.1
"10-25-2020 1200",24.0
"10-25-2020 1300",24.1
"10-25-2020 1400",24.1
"10-25-2020 1500",24.5
"10-25-2020 1600",24.8
"10-25-2020 1700",24.7
"10-25-2020 1800",24.6
"10-25-2020 1900",25.3
"10-25-2020 2000",25.6
"10-25-2020 2100",25.8
"10-25-2020 2200",26.0
"10-25-2020 2300",26.1
"10-26-2020 0000",26.1
"10-26-2020 0100",26.0
"10-26-2020 0200",25.9
"10-26-2020 0300",25.5
"10-26-2020 0400",25.5
"10-26-2020 0500",25.4
"10-26-2020 0600",25.3
"10-26-2020 0700",25.2
"10-26-2020 0800",25.2
"10-26-2020 0900",25.3
"10-26-2020 1000",25.3
"10-26-2020 1100",25.3
"10-26-2020 1200",25.2
"10-26-2020 1300",25.1
"10-26-2020 1400",25.1
"10-26-2020 1500",25.1
"10-26-2020 1600",25.3
"10-26-2020 1700",25.5
"10-26-2020 1800",25.8
"10-26-2020 1900",26.2
"10-26-2020 2000",26.5
"10-26-2020 2100",26.9
"10-26-2020 2200",27.1
"10-26-2020 2300",27.5
"10-27-2020 0000",27.7
"10-27-2020 0100",27.6
"10-27-2020 0200",27.4
"10-27-2020 0300",27.2
"10-27-2020 0400",NA
"10-27-2020 0500",26.5
"10-27-2020 0600",26.2
"10-27-2020 0700",26.0
"10-27-2020 0800",25.3
"10-27-2020 0900",25.2
"10-27-2020 1000",24.9
"10-27-2020 1100",24.8
"10-27-2020 1200",24.7
"10-27-2020 1300",NA
"10-27-2020 1400",24.4
"10-27-2020 1500",24.3
"10-27-2020 1600",24.1
"10-27-2020 1700",24.0
"10-27-2020 1800",23.9
"10-27-2020 1900",23.9
"10-27-2020 2000",23.8
"10-27-2020 2100",23.8
"10-27-2020 2200",23.7
"10-27-2020 2300",23.4
"10-28-2020 0000",23.0
"10-28-2020 0100",22.9
"10-28-2020 0200",22.6
"10-28-2020 0300",22.1
"10-28-2020 0400",21.9
"10-28-2020 0500",21.9
"10-28-2020 0600",21.4
"10-28-2020 0700",21.2
"10-28-2020 0800",21.0
"10-28-2020 0900",20.4
"10-28-2020 1000",20.2
"10-28-2020 1100",19.9
"10-28-2020 1200",19.8
"10-28-2020 1300",19.5
"10-28-2020 1400",19.2
"10-28-2020 1500",19.1
"10-28-2020 1600",19.0
"10-28-2020 1700",18.8
"10-28-2020 1800",18.9
"10-28-2020 1900",19.0
"10-28-2020 2000",19.0
"10-28-2020 2100",19.3
"10-28-2020 2200",19.3
"10-28-2020 2300",18.8
"10-29-2020 0000",18.5
"10-29-2020 0100",18.5
"10-29-2020 0200",18.4
"10-29-2020 0300",18.4
"10-29-2020 0400",18.3
"10-29-2020 0500",18.2
"10-29-2020 0600",17.8
"10-29-2020 0700",17.6
"10-29-2020 0800",17.4
"10-29-2020 0900",17.3
"10-29-2020 1000",17.1
"10-29-2020 1100",16.9
"10-29-2020 1200",16.6
"10-29-2020 1300",16.4
"10-29-2020 1400",16.4
"10-29-2020 1500",16.6
"10-29-2020 1600",16.7
"10-29-2020 1700",17.0
"10-29-2020 1800",17.1
"10-29-2020 1900",17.3
"10-29-2020 2000",17.5
"10-29-2020 2100",17.8
"10-29-2020 2200",17.7
"10-29-2020 2300",17.9
"10-30-2020 0000",17.8
"10-30-2020 0100",17.6
"10-30-2020 0200",17.4
"10-30-2020 0300",17.3
"10-30-2020 0400",17.0
"10-30-2020 0500",16.7
"10-30-2020 0600",16.5
"10-30-2020 0700",16.4
"10-30-2020 0800",16.2
"10-30-2020 0900",16.1
"10-30-2020 1000",16.1
"10-30-2020 1100",16.1
"10-30-2020 1200",16.0
"10-30-2020 1300",15.8
"10-30-2020 1400",15.8
"10-30-2020 1500",16.0
"10-30-2020 1600",16.1
"10-30-2020 1700",16.3
"10-30-2020 1800",16.7
"10-30-2020 1900",17.3
"10-30-2020 2000",17.9
"10-30-2020 2100",18.2
"10-30-2020 2200",18.3
"10-30-2020 2300",18.4
"10-31-2020 0000",18.2
"10-31-2020 0100",18.1
"10-31-2020 0200",18.1
"10-31-2020 0300",18.0
"10-31-2020 0400",17.9
"10-31-2020 0500",17.8
"10-31-2020 0600",17.6
"10-31-2020 0700",17.4
"10-31-2020 0800",17.3
"10-31-2020 0900",17.3
"10-31-2020 1000",17.2
"10-31-2020 1100",17.0
"10-31-2020 1200",16.8
"10-31-2020 1300",16.8
"10-31-2020 1400",16.9
"10-31-2020 1500",16.9
"10-31-2020 1600",17.1
"10-31-2020 1700",17.5
"10-31-2020 1800",18.0
"10-31-2020 1900",18.5
"10-31-2020 2000",18.6
"10-31-2020 2100",18.8
"10-31-2020 2200",19.1
"10-31-2020 2300",19.4
"11-01-2020 0000",19.6
"11-01-2020 0100",19.7
"11-01-2020 0200",19.6
"11-01-2020 0300",19.3
"11-01-2020 0400",19.2
"11-01-2020 0500",19.0
"11-01-2020 0600",18.9
"11-01-2020 0700",18.8
"11-01-2020 0800",18.7
"11-01-2020 0900",18.6
"11-01-2020 1000",18.5
"11-01-2020 1100",18.5
"11-01-2020 1200",18.4
"11-01-2020 1300",18.4
"11-01-2020 1400",18.5
"11-01-2020 1500",18.6
"11-01-2020 1600",18.9
"11-01-2020 1700",19.3
"11-01-2020 1800",19.9
"11-01-2020 1900",20.4
"11-01-2020 2000",20.7
"11-01-2020 2100",21.3
"11-01-2020 2200",21.3
"11-01-2020 2300",21.2
"11-02-2020 0000",20.8
"11-02-2020 0100",21.0
"11-02-2020 0200",21.2
"11-02-2020 0300",21.2
"11-02-2020 0400",21.1
"11-02-2020 0500",20.9
"11-02-2020 0600",20.8
"11-02-2020 0700",20.5
"11-02-2020 0800",20.3
"11-02-2020 0900",20.1
"11-02-2020 1000",19.8
"11-02-2020 1100",19.7
"11-02-2020 1200",19.6
"11-02-2020 1300",19.5
"11-02-2020 1400",19.4
"11-02-2020 1500",19.5
"11-02-2020 1600",19.8
"11-02-2020 1700",20.1
"11-02-2020 1800",20.5
"11-02-2020 1900",21.0
"11-02-2020 2000",21.3
"11-02-2020 2100",21.5
"11-02-2020 2200",21.6
"11-02-2020 2300",21.5
"11-03-2020 0000",21.1
"11-03-2020 0100",21.0
"11-03-2020 0200",20.8
"11-03-2020 0300",20.8
"11-03-2020 0400",20.7
"11-03-2020 0500",20.6
"11-03-2020 0600",20.4
"11-03-2020 0700",20.3
"11-03-2020 0800",20.1
"11-03-2020 0900",19.9
"11-03-2020 1000",19.8
"11-03-2020 1100",19.7
"11-03-2020 1200",19.7
"11-03-2020 1300",19.6
"11-03-2020 1400",19.4
"11-03-2020 1500",19.5
"11-03-2020 1600",19.8
"11-03-2020 1700",20.3
"11-03-2020 1800",20.8
"11-03-2020 1900",20.9
"11-03-2020 2000",21.2
"11-03-2020 2100",21.7
"11-03-2020 2200",22.2
"11-03-2020 2300",22.3
"11-04-2020 0000",22.3
"11-04-2020 0100",22.3
"11-04-2020 0200",22.0
"11-04-2020 0300",21.7
"11-04-2020 0400",21.4
"11-04-2020 0500",21.2
"11-04-2020 0600",21.0
"11-04-2020 0700",21.0
"11-04-2020 0800",21.0
"11-04-2020 0900",20.8
"11-04-2020 1000",20.8
"11-04-2020 1100",20.7
"11-04-2020 1200",20.6
"11-04-2020 1300",20.3
"11-04-2020 1400",20.4
"11-04-2020 1500",20.4
"11-04-2020 1600",20.6
"11-04-2020 1700",20.9
"11-04-2020 1800",21.6
"11-04-2020 1900",22.0
"11-04-2020 2000",22.4
"11-04-2020 2100",22.3
"11-04-2020 2200",22.4
"11-04-2020 2300",22.8
"11-05-2020 0000",22.8
"11-05-2020 0100",22.8
"11-05-2020 0200",22.6
"11-05-2020 0300",22.5
"11-05-2020 0400",NA
"11-05-2020 0500",22.0
"11-05-2020 0600",21.7
"11-05-2020 0700",21.5
"11-05-2020 0800",21.5
"11-05-2020 0900",21.4
"11-05-2020 1000",21.4
"11-05-2020 1100",21.3
"11-05-2020 1200",21.2
"11-05-2020 1300",21.3
"11-05-2020 1400",21.3
"11-05-2020 1500",21.3
"11-05-2020 1600",21.5
"11-05-2020 1700",22.0
"11-05-2020 1800",22.4
"11-05-2020 1900",22.7
"11-05-2020 2000",23.2
"11-05-2020 2100",23.7
"11-05-2020 2200",23.8
"11-05-2020 2300",24.0
"11-06-2020 0000",23.8
"11-06-2020 0100",23.6
"11-06-2020 0200",23.5
"11-06-2020 0300",23.4
"11-06-2020 0400",23.3
"11-06-2020 0500",23.1
"11-06-2020 0600",22.9
"11-06-2020 0700",22.7
"11-06-2020 0800",22.5
"11-06-2020 0900",22.5
"11-06-2020 1000",22.3
"11-06-2020 1100",22.2
"11-06-2020 1200",22.1
"11-06-2020 1300",21.9
"11-06-2020 1400",21.9
"11-06-2020 1500",22.0
"11-06-2020 1600",22.2
"11-06-2020 1700",22.5
"11-06-2020 1800",23.1
"11-06-2020 1900",23.3
"11-06-2020 2000",24.0
"11-06-2020 2100",24.4
"11-06-2020 2200",24.6
"11-06-2020 2300",24.8
"11-07-2020 0000",25.1
"11-07-2020 0100",25.2
"11-07-2020 0200",25.2
"11-07-2020 0300",25.0
"11-07-2020 0400",24.4
"11-07-2020 0500",23.9
"11-07-2020 0600",23.7
"11-07-2020 0700",23.5
"11-07-2020 0800",23.3
"11-07-2020 0900",23.2
"11-07-2020 1000",23.0
"11-07-2020 1100",22.9
"11-07-2020 1200",22.9
"11-07-2020 1300",22.5
"11-07-2020 1400",22.4
"11-07-2020 1500",22.5
"11-07-2020 1600",22.6
"11-07-2020 1700",23.0
"11-07-2020 1800",23.5
"11-07-2020 1900",23.9
"11-07-2020 2000",24.3
"11-07-2020 2100",24.7
"11-07-2020 2200",24.8
"11-07-2020 2300",24.9
"11-08-2020 0000",24.9
"11-08-2020 0100",24.8
"11-08-2020 0200",24.8
"11-08-2020 0300",24.8
"11-08-2020 0400",24.8
"11-08-2020 0500",24.8
"11-08-2020 0600",24.7
"11-08-2020 0700",24.5
"11-08-2020 0800",24.2
"11-08-2020 0900",23.9
"11-08-2020 1000",23.5
"11-08-2020 1100",23.6
"11-08-2020 1200",23.5
"11-08-2020 1300",23.4
"11-08-2020 1400",23.4
"11-08-2020 1500",23.4
"11-08-2020 1600",23.6
"11-08-2020 1700",23.9
"11-08-2020 1800",24.4
"11-08-2020 1900",NA
"11-08-2020 2000",25.1
"11-08-2020 2100",NA
"11-08-2020 2200",26.1
"11-08-2020 2300",26.2
"11-09-2020 0000",26.3
"11-09-2020 0100",26.3
"11-09-2020 0200",26.2
"11-09-2020 0300",25.9
"11-09-2020 0400",25.7
"11-09-2020 0500",25.5
"11-09-2020 0600",24.9
"11-09-2020 0700",24.7
"11-09-2020 0800",24.5
"11-09-2020 0900",24.4
"11-09-2020 1000",24.3
"11-09-2020 1100",24.2
"11-09-2020 1200",24.2
"11-09-2020 1300",24.1
"11-09-2020 1400",24.0
"11-09-2020 1500",24.0
"11-09-2020 1600",24.2
"11-09-2020 1700",NA
"11-09-2020 1800",24.7
"11-09-2020 1900",25.1
"11-09-2020 2000",25.4
"11-09-2020 2100",25.6
"11-09-2020 2200",25.9
"11-09-2020 2300",26.1
"11-10-2020 0000",26.0
"11-10-2020 0100",25.8
"11-10-2020 0200",25.7
"11-10-2020 0300",25.7
"11-10-2020 0400",25.1
"11-10-2020 0500",24.9
"11-10-2020 0600",24.8
"11-10-2020 0700",24.7
"11-10-2020 0800",24.7
"11-10-2020 0900",24.5
"11-10-2020 1000",24.4
"11-10-2020 1100",24.3
"11-10-2020 1200",24.3
"11-10-2020 1300",24.3
"11-10-2020 1400",24.4
"11-10-2020 1500",24.4
"11-10-2020 1600",24.5
"11-10-2020 1700",24.7
"11-10-2020 1800",24.9
"11-10-2020 1900",25.1
"11-10-2020 2000",25.4
"11-10-2020 2100",25.6
"11-10-2020 2200",25.7
"11-10-2020 2300",25.8
"11-11-2020 0000",26.0
"11-11-2020 0100",25.9
"11-11-2020 0200",25.8
"11-11-2020 0300",25.7
"11-11-2020 0400",25.4
"11-11-2020 0500",25.3
"11-11-2020 0600",25.2
"11-11-2020 0700",25.2
"11-11-2020 0800",25.1
"11-11-2020 0900",25.0
"11-11-2020 1000",24.9
"11-11-2020 1100",24.7
"11-11-2020 1200",24.5
"11-11-2020 1300",24.3
"11-11-2020 1400",24.3
"11-11-2020 1500",24.4
"11-11-2020 1600",24.5
"11-11-2020 1700",24.8
"11-11-2020 1800",25.3
"11-11-2020 1900",25.6
"11-11-2020 2000",26.1
"11-11-2020 2100",26.1
"11-11-2020 2200",26.4
"11-11-2020 2300",26.5
"11-12-2020 0000",26.6
"11-12-2020 0100",26.7
"11-12-2020 0200",26.8
"11-12-2020 0300",26.6
"11-12-2020 0400",26.3
"11-12-2020 0500",26.1
"11-12-2020 0600",25.8
"11-12-2020 0700",25.7
"11-12-2020 0800",25.5
"11-12-2020 0900",25.4
"11-12-2020 1000",25.3
"11-12-2020 1100",25.2
"11-12-2020 1200",25.1
"11-12-2020 1300",25.2
"11-12-2020 1400",25.1
"11-12-2020 1500",25.0
"11-12-2020 1600",25.1
"11-12-2020 1700",25.2
"11-12-2020 1800",25.5
"11-12-2020 1900",25.8
"11-12-2020 2000",25.9
"11-12-2020 2100",26.2
"11-12-2020 2200",26.6
"11-12-2020 2300",26.8
"11-13-2020 0000",27.0
"11-13-2020 0100",27.1
"11-13-2020 0200",27.2
"11-13-2020 0300",26.7
"11-13-2020 0400",26.4
"11-13-2020 0500",26.2
"11-13-2020 0600",26.1
"11-13-2020 0700",26.0
"11-13-2020 0800",25.9
"11-13-2020 0900",25.8
"11-13-2020 1000",25.7
"11-13-2020 1100",25.5
"11-13-2020 1200",25.5
"11-13-2020 1300",25.4
"11-13-2020 1400",25.4
"11-13-2020 1500",25.3
"11-13-2020 1600",25.4
"11-13-2020 1700",25.5
"11-13-2020 1800",25.8
"11-13-2020 1900",26.3
"11-13-2020 2000",26.6
"11-13-2020 2100",26.8
"11-13-2020 2200",26.8
"11-13-2020 2300",26.8
"11-14-2020 0000",26.9
"11-14-2020 0100",27.1
"11-14-2020 0200",27.1
"11-14-2020 0300",26.9
"11-14-2020 0400",NA
"11-14-2020 0500",26.3
"11-14-2020 0600",26.2
"11-14-2020 0700",26.1
"11-14-2020 0800",26.1
"11-14-2020 0900",25.8
"11-14-2020 1000",25.8
"11-14-2020 1100",25.8
"11-14-2020 1200",25.7
"11-14-2020 1300",25.6
"11-14-2020 1400",25.4
"11-14-2020 1500",25.6
"11-14-2020 1600",25.7
"11-14-2020 1700",25.9
"11-14-2020 1800",NA
"11-14-2020 1900",26.5
"11-14-2020 2000",26.8
"11-14-2020 2100",26.9
"11-14-2020 2200",26.9
"11-14-2020 2300",26.7
"11-15-2020 0000",26.6
"11-15-2020 0100",26.4
"11-15-2020 0200",26.2
"11-15-2020 0300",26.0
"11-15-2020 0400",26.0
"11-15-2020 0500",25.9
"11-15-2020 0600",25.9
"11-15-2020 0700",25.9
"11-15-2020 0800",25.9
"11-15-2020 0900",26.0
"11-15-2020 1000",26.0
"11-15-2020 1100",25.9
"11-15-2020 1200",25.8
"11-15-2020 1300",25.8
"11-15-2020 1400",25.8
"11-15-2020 1500",25.8
"11-15-2020 1600",25.8
"11-15-2020 1700",25.4
"11-15-2020 1800",25.4
"11-15-2020 1900",25.5
